,idx,beta,pval,cilb,ciub,i2,tau2,symbol
ENSG00000063587.13,38527,-0.244650187269854,0.245814685782311,-0.657812165732481,0.168511791192773,99.4582002708306,1.00934046169697,ZNF275
ENSG00000178988.10,2928,-0.0456057185523266,0.280804286670412,-0.128484140011226,0.0372727029065727,93.58952251484,0.0345255666980679,MRFAP1L1
ENSG00000186470.12,6416,0.200901029400834,0.281587962870773,-0.164787853185402,0.56658991198707,97.972999180172,0.763471614651414,BTN3A2
ENSG00000108590.9,748,0.0686615559094163,0.285838739774238,-0.0574274851859659,0.194750597004799,94.8916185895415,0.0813928211647828,MED31
ENSG00000133731.8,21982,-0.0987156012007523,0.301570385259956,-0.286000800091176,0.0885695976896711,97.2902998152687,0.195406060992108,IMPA1
ENSG00000177034.13,3170,-0.078953393142364,0.336239722375054,-0.239875120197929,0.0819683339132012,96.4889204740038,0.136465980537459,MTX3
ENSG00000009950.14,45149,-0.487701092444261,0.338008241324712,-1.48537197783367,0.509969792945149,99.1035639071993,5.39752188011186,MLXIPL
ENSG00000145416.12,48352,0.186384474642953,0.35484847204841,-0.208445481786489,0.581214431072394,97.8089597514203,0.886308778903189,MARCH1
ENSG00000186716.18,20646,0.0953297589436543,0.375526759166086,-0.11551378106203,0.306173298949338,98.0263420159802,0.24475768743761,BCR
ENSG00000120925.12,4063,-0.0494703265847812,0.402526858541437,-0.165296512558286,0.0663558593887242,94.780041869106,0.0671885477509204,RNF170
ENSG00000185100.9,19824,-0.170320352284516,0.41881018406278,-0.583217136802645,0.242576432233612,98.3342623760931,0.94593073650451,ADSSL1
ENSG00000102445.17,7844,0.164982910293294,0.437108187981879,-0.251136632995453,0.581102453582041,96.809915945354,0.936989298232831,KIAA0226L
ENSG00000139433.8,9635,-0.104058040523175,0.534014738980756,-0.43201037934974,0.223894298303391,99.2169669401225,0.600548675579773,GLTP
ENSG00000075142.12,45900,0.0756152728192746,0.543958475405246,-0.168606791711305,0.319837337349854,98.5393193514461,0.343015147388619,SRI
ENSG00000179344.15,17596,0.135592772878543,0.563739966752395,-0.324755573676702,0.595941119433787,96.0964039041842,1.13787625957832,HLA-DQB1
ENSG00000134504.11,1639,0.141291496786755,0.565083886156613,-0.340062607990496,0.622645601564005,98.9654805868899,1.31371461502965,KCTD1
ENSG00000196683.9,24573,-0.0543124196107283,0.574919992582206,-0.244124327863629,0.135499488642173,96.6067647076378,0.191670345087757,TOMM7
ENSG00000165629.18,29621,-0.0569760574261357,0.603768378697857,-0.272146340866552,0.15819422601428,98.2172871095978,0.259735508941861,ATP5C1
ENSG00000151650.7,35552,-0.122112448134897,0.625166533954622,-0.612011742157344,0.36778684588755,97.339826603728,1.30712594137144,VENTX
ENSG00000171903.15,41979,-0.226082939715064,0.660116036612394,-1.2337268990606,0.781561019630471,98.2540622691246,5.66599640359167,CYP4F11
ENSG00000198231.11,23035,0.0199657339490926,0.671194396799904,-0.0722162653195614,0.112147733217747,96.5880996786032,0.0453306250611901,DDX42
ENSG00000078124.10,31351,-0.0304578051163208,0.738987456963845,-0.209621020875239,0.148705410642597,96.3924741735154,0.172623712476761,ACER3
ENSG00000130770.16,17664,-0.040771852474118,0.756479012148798,-0.29846086582238,0.216917160874144,98.0355856388519,0.367221265586804,ATPIF1
ENSG00000108064.9,51307,0.0206843663992638,0.775560223160581,-0.121508748267624,0.162877481066152,96.8553361881279,0.107581351552701,TFAM
ENSG00000113812.12,21532,-0.016770961338742,0.776173763506449,-0.132386388381946,0.0988444657044616,97.4084678470005,0.0736257077649491,ACTR8
ENSG00000243646.7,34209,0.0323486528497842,0.804624262166315,-0.223959632072997,0.288656937772565,98.620507648659,0.374796203186421,IL10RB
ENSG00000136144.10,13109,0.0131128505581717,0.887179426970291,-0.168038670128156,0.194264371244499,96.5084523896647,0.164993368311282,RCBTB1
ENSG00000166037.9,28282,-0.00580082342294864,0.918192742818611,-0.11649452458163,0.104892877735733,95.5110197471167,0.0636626299205097,CEP57
ENSG00000183186.6,42382,-0.0305448919313098,0.924002638602338,-0.658126146473906,0.597036362611286,97.6657680792343,2.14895060248583,C2CD4C
ENSG00000105750.13,9791,0.00845144307794335,0.963105410385052,-0.349646217649117,0.366549103805004,98.7091384454732,0.704043216859985,ZNF85
ENSG00000171860.4,31157,-0.00221167001759784,0.992035916922051,-0.436487330591236,0.43206399055604,97.2012716807814,1.04887753886135,C3AR1
